8001,01-Aug-20,X
8001,02-Aug-20,X
8001,03-Aug-20,B
8001,04-Aug-20,B
8001,05-Aug-20,B
8001,06-Aug-20,B
8001,07-Aug-20,B
8001,08-Aug-20,X
8001,09-Aug-20,X
8001,10-Aug-20,B
8001,11-Aug-20,B
8001,12-Aug-20,B
8001,13-Aug-20,B
8001,14-Aug-20,B
8001,15-Aug-20,X
8001,16-Aug-20,X
8001,17-Aug-20,B
8001,18-Aug-20,B
8001,19-Aug-20,B
8001,20-Aug-20,B
8001,21-Aug-20,B
8001,22-Aug-20,X
8001,23-Aug-20,X
8001,24-Aug-20,B
8001,25-Aug-20,B
8001,26-Aug-20,B
8001,27-Aug-20,B
8001,28-Aug-20,B
8001,29-Aug-20,X
8001,30-Aug-20,X
2164,01-Aug-20,E2
2164,02-Aug-20,X
2164,03-Aug-20,E2
2164,04-Aug-20,E2
2164,05-Aug-20,E2
2164,06-Aug-20,E2
2164,07-Aug-20,E2
2164,08-Aug-20,E2
2164,09-Aug-20,X
2164,10-Aug-20,E2
2164,11-Aug-20,E2
2164,12-Aug-20,E2
2164,13-Aug-20,E2
2164,14-Aug-20,E2
2164,15-Aug-20,E2
2164,16-Aug-20,X
2164,17-Aug-20,E2
2164,18-Aug-20,E2
2164,19-Aug-20,E2
2164,20-Aug-20,E2
2164,21-Aug-20,E2
2164,22-Aug-20,E2
2164,23-Aug-20,X
2164,24-Aug-20,E2
2164,25-Aug-20,E2
2164,26-Aug-20,E2
2164,27-Aug-20,E2
2164,28-Aug-20,E2
2164,29-Aug-20,E2
2164,30-Aug-20,X
2168,01-Aug-20,E2
2168,02-Aug-20,X
2168,03-Aug-20,E2
2168,04-Aug-20,E2
2168,05-Aug-20,E2
2168,06-Aug-20,E2
2168,07-Aug-20,E2
2168,08-Aug-20,E2
2168,09-Aug-20,X
2168,10-Aug-20,E2
2168,11-Aug-20,E2
2168,12-Aug-20,E2
2168,13-Aug-20,E2
2168,14-Aug-20,E2
2168,15-Aug-20,E2
2168,16-Aug-20,X
2168,17-Aug-20,E2
2168,18-Aug-20,E2
2168,19-Aug-20,E2
2168,20-Aug-20,E2
2168,21-Aug-20,E2
2168,22-Aug-20,E2
2168,23-Aug-20,X
2168,24-Aug-20,E2
2168,25-Aug-20,E2
2168,26-Aug-20,E2
2168,27-Aug-20,E2
2168,28-Aug-20,E2
2168,29-Aug-20,E2
2168,30-Aug-20,X
10037,01-Aug-20,X
10037,02-Aug-20,X
10037,03-Aug-20,B
10037,04-Aug-20,B
10037,05-Aug-20,B
10037,06-Aug-20,B
10037,07-Aug-20,B
10037,08-Aug-20,X
10037,09-Aug-20,X
10037,10-Aug-20,B
10037,11-Aug-20,B
10037,12-Aug-20,B
10037,13-Aug-20,B
10037,14-Aug-20,B
10037,15-Aug-20,X
10037,16-Aug-20,X
10037,17-Aug-20,B
10037,18-Aug-20,B
10037,19-Aug-20,B
10037,20-Aug-20,B
10037,21-Aug-20,B
10037,22-Aug-20,X
10037,23-Aug-20,X
10037,24-Aug-20,B
10037,25-Aug-20,B
10037,26-Aug-20,B
10037,27-Aug-20,B
10037,28-Aug-20,B
10037,29-Aug-20,X
10037,30-Aug-20,X
9972,01-Aug-20,X
9972,02-Aug-20,J
9972,03-Aug-20,J
9972,04-Aug-20,J
9972,05-Aug-20,J
9972,06-Aug-20,J
9972,07-Aug-20,J
9972,08-Aug-20,X
9972,09-Aug-20,J
9972,10-Aug-20,J
9972,11-Aug-20,J
9972,12-Aug-20,J
9972,13-Aug-20,J
9972,14-Aug-20,J
9972,15-Aug-20,X
9972,16-Aug-20,J
9972,17-Aug-20,J
9972,18-Aug-20,J
9972,19-Aug-20,J
9972,20-Aug-20,J
9972,21-Aug-20,J
9972,22-Aug-20,X
9972,23-Aug-20,J
9972,24-Aug-20,J
9972,25-Aug-20,J
9972,26-Aug-20,J
9972,27-Aug-20,J
9972,28-Aug-20,J
9972,29-Aug-20,X
9972,30-Aug-20,J
8006,01-Aug-20,X
8006,02-Aug-20,X
8006,03-Aug-20,D
8006,04-Aug-20,D
8006,05-Aug-20,D
8006,06-Aug-20,D
8006,07-Aug-20,D
8006,08-Aug-20,D
8006,09-Aug-20,X
8006,10-Aug-20,D
8006,11-Aug-20,D
8006,12-Aug-20,D
8006,13-Aug-20,D
8006,14-Aug-20,D
8006,15-Aug-20,X
8006,16-Aug-20,X
8006,17-Aug-20,D
8006,18-Aug-20,D
8006,19-Aug-20,D
8006,20-Aug-20,D
8006,21-Aug-20,D
