18188,01-Sep-20,1I
18188,02-Sep-20,1I
18188,03-Sep-20,1I
18188,04-Sep-20,1I
18188,05-Sep-20,X
18188,06-Sep-20,J1
18188,07-Sep-20,1I
18188,08-Sep-20,1I
18188,09-Sep-20,1I
18188,10-Sep-20,1I
18188,11-Sep-20,1I
18188,12-Sep-20,X
18188,13-Sep-20,J1
18188,14-Sep-20,1I
18188,15-Sep-20,1I
18188,16-Sep-20,1I
18188,17-Sep-20,1I
18188,18-Sep-20,1I
18188,19-Sep-20,X
18188,20-Sep-20,J1
18188,21-Sep-20,1I
18188,22-Sep-20,1I
18188,23-Sep-20,1I
18188,24-Sep-20,1I
18188,25-Sep-20,1I
18188,26-Sep-20,X
18188,27-Sep-20,J1
18188,28-Sep-20,1I
18188,29-Sep-20,1I
18188,30-Sep-20,1I
18165,01-Sep-20,1I
18165,02-Sep-20,1I
18165,03-Sep-20,1I
18165,04-Sep-20,X
18165,05-Sep-20,J1
18165,06-Sep-20,1I
18165,07-Sep-20,1I
18165,08-Sep-20,1I
18165,09-Sep-20,1I
18165,10-Sep-20,1I
18165,11-Sep-20,X
18165,12-Sep-20,J1
18165,13-Sep-20,1I
18165,14-Sep-20,1I
18165,15-Sep-20,1I
18165,16-Sep-20,1I
18165,17-Sep-20,1I
18165,18-Sep-20,X
18165,19-Sep-20,J1
18165,20-Sep-20,1I
18165,21-Sep-20,1I
18165,22-Sep-20,1I
18165,23-Sep-20,1I
18165,24-Sep-20,1I
18165,25-Sep-20,X
18165,26-Sep-20,J1
18165,27-Sep-20,1I
18165,28-Sep-20,1I
18165,29-Sep-20,1I
18165,30-Sep-20,1I
396,01-Sep-20,7A
396,02-Sep-20,7A
396,03-Sep-20,7A
396,04-Sep-20,7A
396,05-Sep-20,7A
396,06-Sep-20,X
396,07-Sep-20,7A
396,08-Sep-20,7A
396,09-Sep-20,7A
396,10-Sep-20,7A
396,11-Sep-20,7A
396,12-Sep-20,7A
396,13-Sep-20,X
396,14-Sep-20,7A
396,15-Sep-20,7A
396,16-Sep-20,7A
396,17-Sep-20,7A
396,18-Sep-20,7A
396,19-Sep-20,7A
396,20-Sep-20,X
396,21-Sep-20,7A
396,22-Sep-20,7A
396,23-Sep-20,7A
396,24-Sep-20,7A
396,25-Sep-20,7A
396,26-Sep-20,7A
396,27-Sep-20,X
396,28-Sep-20,7A
396,29-Sep-20,7A
396,30-Sep-20,7A
754,01-Sep-20,J1
754,02-Sep-20,J1
754,03-Sep-20,X
754,04-Sep-20,J1
754,05-Sep-20,J1
754,06-Sep-20,J1
754,07-Sep-20,J1
754,08-Sep-20,1I
754,09-Sep-20,J1
754,10-Sep-20,X
754,11-Sep-20,J1
754,12-Sep-20,J1
754,13-Sep-20,J1
754,14-Sep-20,J1
754,15-Sep-20,J1
754,16-Sep-20,J1
754,17-Sep-20,X
754,18-Sep-20,J1
754,19-Sep-20,J1
754,20-Sep-20,J1
754,21-Sep-20,J1
754,22-Sep-20,J1
754,23-Sep-20,J1
754,24-Sep-20,X
754,25-Sep-20,J1
754,26-Sep-20,J1
754,27-Sep-20,J1
754,28-Sep-20,J1
754,29-Sep-20,J1
754,30-Sep-20,J1
2011,01-Sep-20,X
2011,02-Sep-20,J1
2011,03-Sep-20,J1
2011,04-Sep-20,J1
2011,05-Sep-20,1I
2011,06-Sep-20,1I
2011,07-Sep-20,1I
2011,08-Sep-20,X
2011,09-Sep-20,J1
2011,10-Sep-20,J1
2011,11-Sep-20,1I
2011,12-Sep-20,1I
2011,13-Sep-20,1I
2011,14-Sep-20,1I
2011,15-Sep-20,X
2011,16-Sep-20,J1
2011,17-Sep-20,J1
2011,18-Sep-20,J1
2011,19-Sep-20,1I
2011,20-Sep-20,1I
2011,21-Sep-20,1I
2011,22-Sep-20,X
2011,23-Sep-20,J1
2011,24-Sep-20,J1
2011,25-Sep-20,1I
2011,26-Sep-20,1I
2011,27-Sep-20,1I
2011,28-Sep-20,1I
2011,29-Sep-20,X
2011,30-Sep-20,J1
